	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
125	4819	206	Carbohydrates	0.16666666666666666	Aminosugars and aminoglycosides	0.16666666666666666	Aminosugars	0.16666666666666666	2.0	0.3374946	ISDB	http://www.wikidata.org/entity/Q2823286	MSFSPUZXLOGKHJ-PGYHGBPZSA-N	InChI=1S/C9H17NO7/c1-3(8(13)14)16-7-5(10)9(15)17-4(2-11)6(7)12/h3-7,9,11-12,15H,2,10H2,1H3,(H,13,14)/t3-,4-,5-,6-,7-,9?/m1/s1	C[C@@H](O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1N)C(=O)O	C9H17NO7		251.100501884	Muramate	MSFSPUZXLOGKHJ	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars	http://www.wikidata.org/entity/Q18845307	Synechococcus elongatus	114641.0	['Bacteria']	['Unknown']	['Cyanobacteria']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Synechococcus']	['Synechococcus elongatus']											0	3	2.849978446960449	1
129	4816	60	Shikimates and Phenylpropanoids	0.5333333333333333	Phenolic acids (C6-C1)	0.5333333333333333	Gallotannins	0.3333333333333333	2.0	0.39372274	ISDB	http://www.wikidata.org/entity/Q110190024	BZFNEZJWVCDAQG-UHFFFAOYSA-N	InChI=1S/C13H14O9/c14-4-8-9(15)10(16)11(17)13(22-8)20-6-2-1-5(12(18)19)3-7(6)21-13/h1-3,8-11,14-17H,4H2,(H,18,19)	O=C(O)c1ccc2c(c1)OC1(O2)OC(CO)C(O)C(O)C1O	C13H14O9		314.063782028	3',4',5'-Trihydroxy-6'-(hydroxymethyl)spiro[1,3-benzodioxole-2,2'-oxane]-5-carboxylic acid	BZFNEZJWVCDAQG	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q15600491	Cyathea phalerata	7045129.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Cyatheales']	['Cyatheaceae']	['Unknown']	['Cyathea']	['Cyathea phalerata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']							3	2	5.574891090393066	1
130	4813	41	Terpenoids	0.5901639344262295	Aromatic polyketides	0.32786885245901637	Catechols with side chains	0.2786885245901639	5.0	0.21096115	ISDB	http://www.wikidata.org/entity/Q105252581	SGSLKSWEAHEFTA-UHFFFAOYSA-N	InChI=1S/C24H36O5/c1-21-10-7-16-23(3)9-4-8-22(2,15-29-20(28)6-5-19(26)27)17(23)13-18(25)24(16,14-21)12-11-21/h11-12,16-18,25H,4-10,13-15H2,1-3H3,(H,26,27)	CC12C=CC3(C1)C(O)CC1C(C)(COC(=O)CCC(=O)O)CCCC1(C)C3CC2	C24H36O5		404.25627425199997	4-[(2-Hydroxy-5,9,13-trimethyl-5-tetracyclo[11.2.1.01,10.04,9]hexadec-14-enyl)methoxy]-4-oxobutanoic acid	SGSLKSWEAHEFTA	Terpenoids	Diterpenoids	Beyerane diterpenoids	http://www.wikidata.org/entity/Q15560136	Helipterum floribundum	7051429.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Gnaphalieae']	['Rhodanthe']	['Rhodanthe floribunda']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	5.343844413757324	1
132	4811	60	Shikimates and Phenylpropanoids	0.5333333333333333	Phenolic acids (C6-C1)	0.5333333333333333	Gallotannins	0.3333333333333333	2.0	0.38007802	ISDB	http://www.wikidata.org/entity/Q110190024	BZFNEZJWVCDAQG-UHFFFAOYSA-N	InChI=1S/C13H14O9/c14-4-8-9(15)10(16)11(17)13(22-8)20-6-2-1-5(12(18)19)3-7(6)21-13/h1-3,8-11,14-17H,4H2,(H,18,19)	O=C(O)c1ccc2c(c1)OC1(O2)OC(CO)C(O)C(O)C1O	C13H14O9		314.063782028	3',4',5'-Trihydroxy-6'-(hydroxymethyl)spiro[1,3-benzodioxole-2,2'-oxane]-5-carboxylic acid	BZFNEZJWVCDAQG	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q15600491	Cyathea phalerata	7045129.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Cyatheales']	['Cyatheaceae']	['Unknown']	['Cyathea']	['Cyathea phalerata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']							3	2	5.520312309265137	1
133	4804	30	Terpenoids	0.9090909090909091	Triterpenoids	0.7272727272727273	Cycloartane triterpenoids	0.5	3.0	0.40719274	ISDB	http://www.wikidata.org/entity/Q105162640	MFFXUEKWZYHHBE-UHFFFAOYSA-N	InChI=1S/C26H40O2/c1-22-25(27)20-24(21-26(22,2)28)19-13-10-8-6-4-3-5-7-9-12-16-23-17-14-11-15-18-23/h11,14-15,17-18,20-22,27-28H,3-10,12-13,16,19H2,1-2H3	CC1C(O)=CC(CCCCCCCCCCCCc2ccccc2)=CC1(C)O	C26H40O2		384.30283052	1,2-Dimethyl-5-(12-phenyldodecyl)cyclohexa-3,5-diene-1,3-diol	MFFXUEKWZYHHBE	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q15545369	Gluta usitata	3942367.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Gluta']	['Gluta usitata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	0	7.62877082824707	1
134	4803	92	Terpenoids	0.4	Sesquiterpenoids	0.2	Dihydroflavonols	0.2	1.0	0.4423075	ISDB									YANXKHLHTVAXEB							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.7692300081253052	1
135	4802	888	Shikimates and Phenylpropanoids	0.5	Flavonoids	0.5	Anthocyanidins	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q137220	KZMACGJDUUWFCH-UHFFFAOYSA-O	InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)16(14)21)17-12(20)7-10-11(19)5-9(18)6-13(10)24-17/h3-7H,1-2H3,(H3-,18,19,20,21)/p+1	COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O	C17H15O7+	pos_1_1proton	331.08122924008995	Malvidin	KZMACGJDUUWFCH	Shikimates and Phenylpropanoids	Flavonoids	Anthocyanidins	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
136	4801	118	Shikimates and Phenylpropanoids	0.6666666666666666	Phenolic acids (C6-C1)	0.5	Simple phenolic acids	0.5	3.0	0.23353593	ISDB	http://www.wikidata.org/entity/Q105252466	SGNVKVVRCUBSSV-SNVBAGLBSA-N	InChI=1S/C11H9NO2/c13-11-9-5-7-3-1-2-4-8(7)6-10(9)12-14-11/h1-5,10,12H,6H2/t10-/m1/s1	O=C1ON[C@@H]2Cc3ccccc3C=C12	C11H9NO2		187.063328528	(9aR)-9,9a-dihydro-1H-benzo[f][2,1]benzoxazol-3-one	SGNVKVVRCUBSSV	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q15548072	Glehnia littoralis	622365.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Apiaceae']	['Selineae']	['Glehnia']	['Glehnia littoralis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	5.434143543243408	1
137	4798	251	Terpenoids	0.875	Apocarotenoids	0.875	Apocarotenoids(ε-)	0.875	7.0	0.43637338	ISDB	http://www.wikidata.org/entity/Q105248454	RZMRKQQJGBTKOK-JQWIXIFHSA-N	InChI=1S/C13H22O3/c1-9-6-11(16)7-13(2,3)12(9)5-4-10(15)8-14/h6,10,12,14-15H,4-5,7-8H2,1-3H3/t10-,12-/m0/s1	CC1=CC(=O)CC(C)(C)[C@H]1CC[C@H](O)CO	C13H22O3		226.15689456400003	(4R)-4-[(3S)-3,4-dihydroxybutyl]-3,5,5-trimethylcyclohex-2-en-1-one	RZMRKQQJGBTKOK	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)	http://www.wikidata.org/entity/Q3338042	Aglaia perviridis	353170.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Aglaia']	['Aglaia perviridis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	3	8.245493412017822	1
138	4797	36	Shikimates and Phenylpropanoids	0.17073170731707318	Flavonoids	0.0975609756097561	Flavanones	0.0975609756097561	2.0	0.4047169	ISDB	http://www.wikidata.org/entity/Q104888826	XKRQDCRMDCIEEB-MQKVEOCDSA-N	InChI=1S/C27H34O12/c1-13-20(29)22(31)24(33)26(37-13)36-12-19-21(30)23(32)25(34)27(39-19)38-18-10-15(9-17(11-18)35-2)4-3-14-5-7-16(28)8-6-14/h3-11,13,19-34H,12H2,1-2H3/b4-3+/t13-,19+,20-,21+,22+,23-,24+,25+,26+,27+/m0/s1	COc1cc(/C=C/c2ccc(O)cc2)cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c1	C27H34O12		550.2050265279998	(2S,3R,4R,5R,6R)-2-methyl-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[3-[(E)-2-(4-hydroxyphenyl)ethenyl]-5-methoxyphenoxy]oxan-2-yl]methoxy]oxane-3,4,5-triol	XKRQDCRMDCIEEB	Shikimates and Phenylpropanoids	Stilbenoids	Monomeric stilbenes	http://www.wikidata.org/entity/Q2367386	Boswellia papyrifera	3942308.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Burseraceae']	['Unknown']	['Boswellia']	['Boswellia papyrifera']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	1	7.118867874145508	1
139	4796	348	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Isocoumarins	1.0	95.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6813065	KWILGNNWGSNMPA-UHFFFAOYSA-N	InChI=1S/C10H10O3/c1-6-5-7-3-2-4-8(11)9(7)10(12)13-6/h2-4,6,11H,5H2,1H3	CC1Cc2cccc(O)c2C(=O)O1	C10H10O3	pos_2MH	178.06299418	Mellein	KWILGNNWGSNMPA	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
140	4792	-1							1.0	0.69927996	ISDB									FAOBWDLDASSTHV							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.7971198558807373	1
145	4785	162	Fatty acids	0.4666666666666667	Fatty acyls	0.2	Fatty aldehydes	0.2	2.0	0.3617827	ISDB	http://www.wikidata.org/entity/Q110179286	HKCVQKQNBZLFNI-MAUKXSAKSA-N	InChI=1S/C18H33NO3/c1-5-6-7-8-9-10-11-12-13-14-18(22-17(4)21)15(2)19-16(3)20/h5,15,18H,1,6-14H2,2-4H3,(H,19,20)/t15-,18+/m0/s1	C=CCCCCCCCCC[C@@H](OC(C)=O)[C@H](C)NC(C)=O	C18H33NO3		311.24604391599996	Diacetyl halaminol A	HKCVQKQNBZLFNI				http://www.wikidata.org/entity/Q3457990	Haliclona	588763.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Haplosclerida']	['Chalinidae']	['Unknown']	['Haliclona']	['Unknown']		['Eukaryota']									1	0	2.4471306800842285	1
153	4783	13	Fatty acids	0.2857142857142857	Glycerophospholipids	0.2857142857142857	Glycerophosphocholines	0.2857142857142857	2.0	0.749262	ISDB	http://www.wikidata.org/entity/Q27160591	WKQNRCYKYCKESD-YVHLTTHBSA-N	InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/b7-6-,10-9-,13-12-/t25-/m1/s1	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H48NO7P		517.316839506	LysoPC(18:3(9Z,12Z,15Z))	WKQNRCYKYCKESD	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q30046	Vitis vinifera	756728.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Vitales']	['Vitaceae']	['Viteae']	['Vitis']	['Vitis vinifera']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.497047901153564	1
155	4782	-1							1.0	0.6369082	ISDB	http://www.wikidata.org/entity/Q105110769	IBSIXTBWRINYOT-AHIFVVERSA-N	InChI=1S/C22H27NO7/c1-4-13-18-15(29-21(13)10-12(3)20(26)30-21)6-5-7-23-14(9-17(24)22(18,23)27)16-8-11(2)19(25)28-16/h9-11,13,15-16,18,27H,4-8H2,1-3H3/t11-,13-,15+,16-,18-,21-,22+/m0/s1	CC[C@H]1[C@H]2[C@@H](CCCN3C([C@@H]4C[C@H](C)C(=O)O4)=CC(=O)[C@@]23O)O[C@]12C=C(C)C(=O)O2	C22H27NO7		417.17875220399986	Stemoenonine	IBSIXTBWRINYOT	Alkaloids	Ornithine alkaloids	Stemona alkaloids	http://www.wikidata.org/entity/Q2249619	Stemona tuberosa	523884.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Pandanales']	['Stemonaceae']	['Unknown']	['Stemona']	['Stemona tuberosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.547632694244385	1
176	4780	237	Terpenoids	0.8333333333333334	Sesquiterpenoids	0.6666666666666666	Bisabolane sesquiterpenoids	0.3333333333333333	11.0	0.38767883	ISDB	http://www.wikidata.org/entity/Q27104316	PTIDGSWTMLSGAH-UHFFFAOYSA-N	InChI=1S/C13H16O3/c1-13(2)6-5-9-7-11(14-3)12(15-4)8-10(9)16-13/h5-8H,1-4H3	COc1cc2c(cc1OC)OC(C)(C)C=C2	C13H16O3		220.109944372	Precocene II	PTIDGSWTMLSGAH	Terpenoids	Meroterpenoids	Merohemiterpenoids	http://www.wikidata.org/entity/Q15250848	Boenninghausenia albiflora	239188.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Boenninghausenia']	['Boenninghausenia albiflora']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	1	7.050715446472168	1
177	4777	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q4913564	TUGAUFMQYWZJAB-FPLPWBNLSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-16-20(22)18-21(23)17-19/h7-8,16-18,22-23H,2-6,9-15H2,1H3/b8-7-	CCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1	C21H34O2	pos_1_minus1proton1iron	318.255880328	Bilobol	TUGAUFMQYWZJAB	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q34007	Anacardium occidentale	999426.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Anacardium']	['Anacardium occidentale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
178	4777	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76309223	GWOCLAPCXDOJRL-BQYQJAHWSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h7-8,15,17-18,22-23H,2-6,9-14,16H2,1H3/b8-7+	CCCCCC/C=C/CCCCCCCc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-(8-Pentadecenyl)-1,2-benzenediol	GWOCLAPCXDOJRL	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q1741720	Semecarpus anacardium	456296.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Semecarpus']	['Semecarpus anacardium']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
179	4777	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105347001	YDRRDNAXASGMGR-UHFFFAOYSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h14-18,22-23H,2-13H2,1H3	CCCCCCCCCCCCCC=Cc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-Pentadecenylcatechol	YDRRDNAXASGMGR	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q15545369	Gluta usitata	3942367.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Gluta']	['Gluta usitata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
180	4777	24	Polyketides	0.5	Aromatic polyketides	0.5	Catechols with side chains	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27124327	WXZPKABXYFJVLD-WAYWQWQTSA-N	InChI=1S/C21H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(22)21(19)23/h5-6,15,17-18,22-23H,2-4,7-14,16H2,1H3/b6-5-	CCCC/C=C\CCCCCCCCCc1cccc(O)c1O	C21H34O2	pos_1_minus1proton1iron	318.255880328	3-(Pentadec-10-enyl)catechol	WXZPKABXYFJVLD	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q2713347	Lithraea caustica	6123953.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Lithrea']	['Lithraea caustica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
182	4773	12	Shikimates and Phenylpropanoids	0.6666666666666666	Flavonoids	0.6666666666666666	Flavonols	0.6666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104393042	PZZRDJXEMZMZFD-UHFFFAOYSA-N	InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2	O=c1c(OC2OCC(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C20H18O11	pos_1_1sodium	434.0849113959999	Quercetin-3-D-xyloside;Reinutrin	PZZRDJXEMZMZFD	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15225204	Toxicodendron wallichii	594054.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Toxicodendron']	['Toxicodendron wallichii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
191	4773	12	Shikimates and Phenylpropanoids	0.6666666666666666	Flavonoids	0.6666666666666666	Flavonols	0.6666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104923836	BDCDNTVZSILEOY-XEQBAVFLSA-N	InChI=1S/C20H18O11/c21-6-13-15(26)17(28)20(30-13)31-19-16(27)14-11(25)4-8(22)5-12(14)29-18(19)7-1-2-9(23)10(24)3-7/h1-5,13,15,17,20-26,28H,6H2/t13-,15+,17+,20-/m0/s1	O=c1c(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C20H18O11	pos_1_1sodium	434.084911396	3-[(2S,3R,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	BDCDNTVZSILEOY	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
195	4771	12	Shikimates and Phenylpropanoids	0.6666666666666666	Flavonoids	0.6666666666666666	Flavonols	0.6666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104393042	PZZRDJXEMZMZFD-UHFFFAOYSA-N	InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2	O=c1c(OC2OCC(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C20H18O11	pos_1_1sodium	434.0849113959999	Quercetin-3-D-xyloside;Reinutrin	PZZRDJXEMZMZFD	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15225204	Toxicodendron wallichii	594054.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Toxicodendron']	['Toxicodendron wallichii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
204	4771	12	Shikimates and Phenylpropanoids	0.6666666666666666	Flavonoids	0.6666666666666666	Flavonols	0.6666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104923836	BDCDNTVZSILEOY-XEQBAVFLSA-N	InChI=1S/C20H18O11/c21-6-13-15(26)17(28)20(30-13)31-19-16(27)14-11(25)4-8(22)5-12(14)29-18(19)7-1-2-9(23)10(24)3-7/h1-5,13,15,17,20-26,28H,6H2/t13-,15+,17+,20-/m0/s1	O=c1c(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C20H18O11	pos_1_1sodium	434.084911396	3-[(2S,3R,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	BDCDNTVZSILEOY	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
209	4767	107	Carbohydrates	0.5882352941176471	Saccharides	0.5882352941176471	Disaccharides	0.5882352941176471	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104972894	CZMRCDWAGMRECN-GDQSFJPYSA-N	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5+,6+,7-,8-,9+,10+,11+,12-/m0/s1	OC[C@@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	pos_1_1proton1ammonium	342.116211524	Ido(b1-2b)D-Sorf	CZMRCDWAGMRECN	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
221	4766	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213	11.0	0.76650685	ISDB	http://www.wikidata.org/entity/Q27286664	DTOSIQBPPRVQHS-IUQGRGSQSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3+,7-6+,10-9+	CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O	C18H30O2		278.2245802	Octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	1	11.566027641296387	1
